trial,rhodamine,mount,replicate,conc,protocol,yeast.test,Area,Mean,Int Den,CTCF,CTCF avg,bck,Area,Mean,Int Den
1,B,PBS,1,2,mount,positive,3865.826,19.932,77051.82,74171.77963,36771.15967,1,4786.097,0.745,3568.031
1,B,PBS,2,2,mount,positive,3714.171,8.604,31958.555,29265.78103,NA,2,4043.676,0.725,2932.458
1,B,PBS,3,2,mount,positive,2280.341,3.75,8551.969,6875.918365,NA,3,2798.726,0.735,2056.995
1,110,immuno,1,1,mount,positive,3606.634,78.005,281333.996,275581.4148,253865.9304,1,5227.965,1.595,8338.273
1,110,immuno,2,1,mount,positive,4389.726,54.487,239182.151,232180.538,NA,2,4014.724,1.595,6405.36
1,110,immuno,3,1,mount,positive,3449.464,75.207,259423.97,253835.8383,NA,3,5525.76,1.62,8953.166
1,110,fluoro,1,1,mount,positive,3631.45,19.271,69980.556,66447.15515,167275.2919,1,2616.74,0.973,2547.116
1,110,fluoro,2,1,mount,positive,4105.717,60.714,249273.419,245225.182,NA,2,2903.506,0.986,2864.213
1,110,fluoro,3,1,mount,positive,4574.469,45.475,208025.989,190153.5386,NA,3,2489.901,3.907,9727.985
1,110,PBS,1,1,mount,positive,4290.461,137.37,589381.349,584614.6468,275172.5804,1,3523.913,1.111,3915.459
1,110,PBS,2,1,mount,positive,7370.438,21.459,158163.861,150380.6785,NA,2,3152.358,1.056,3327.451
1,110,PBS,3,1,mount,positive,4235.313,22.399,94867.847,90522.41586,NA,3,3692.802,1.026,3787.241
1,110,immuno,1,2,mount,positive,5189.362,27.49,142657.127,137223.865,98937.11849,1,3563.205,1.047,3732.094
1,110,immuno,2,2,mount,positive,4733.018,22.543,106696.256,101371.6108,NA,2,3664.539,1.125,4124.329
1,110,immuno,3,2,mount,positive,4926.033,13.856,68255.135,58215.87975,NA,3,2840.086,2.038,5788.399
1,110,fluoro,1,2,mount,positive,5459.584,54.38,296889.673,290938.7264,156674.2235,1,5999.338,1.09,6541.85
1,110,fluoro,2,2,mount,positive,4887.43,16.201,79181.885,70653.31965,NA,2,5148.001,1.745,8983.497
1,110,fluoro,3,2,mount,positive,6257.841,18.417,115251.671,108430.6243,NA,3,7078.157,1.09,7717.866
1,110,PBS,1,2,mount,positive,4963.258,21.151,104976.349,99779.81787,66765.01911,1,4748.183,1.047,4972.909
1,110,PBS,2,2,mount,positive,3622.489,6.943,25149.241,21302.15768,NA,2,6016.571,1.062,6391.573
1,110,PBS,3,2,mount,positive,5856.644,14.589,85444.551,79213.08178,NA,3,4963.258,1.064,5280.355
1,B,immuno,1,1,mount,positive,3193.029,31.341,100073.06,78488.18396,68298.13105,1,5029.434,6.76,33998.315
1,B,immuno,2,1,mount,positive,4345.608,34.692,150758.95,122456.0051,NA,2,4017.481,6.513,26167.397
1,B,immuno,3,1,mount,positive,5150.758,7.317,37687.669,3950.2041,NA,3,6937.531,6.55,45441.381
1,B,fluoro,1,1,mount,positive,3204.059,49.732,159345.385,130774.7909,123602.9569,1,4315.277,8.917,38479.033
1,B,fluoro,2,1,mount,positive,7753.711,25.046,194198.483,145543.9465,NA,2,3733.473,6.275,23429.333
1,B,fluoro,3,1,mount,positive,6656.28,21.234,141337.032,94490.13336,NA,3,5498.186,7.038,38696.865
1,B,PBS,1,1,mount,positive,5175.575,6.788,35134.349,4039.4944,17198.37992,1,6761.06,6.008,40618.749
1,B,PBS,2,1,mount,positive,3758.289,8.096,30427.526,7768.801619,NA,2,7050.583,6.029,42510.301
1,B,PBS,3,1,mount,positive,6722.457,11.947,80316.537,39786.84375,NA,3,4202.225,6.029,25334.673
2,110,fluoro,1,1,mount,positive,3835.495,100.037,383690.159,271586.3111,413075.7125,1,6807.935,29.228,198985.277
2,110,fluoro,2,1,mount,positive,7389.739,89.623,662288.848,557857.0565,NA,2,4003.695,14.132,56578.382
2,110,fluoro,3,1,mount,positive,6727.972,61.261,412165.472,409783.7699,NA,3,7061.613,0.354,2500.93
2,110,immuno,1,1,mount,positive,11407.221,67.285,767531.973,764029.9562,616847.513,1,9297.836,0.307,2851.116
2,110,immuno,2,1,mount,positive,5636.055,75.865,427581.902,425919.2658,NA,2,8807.025,0.295,2594.681
2,110,immuno,3,1,mount,positive,9317.138,71.191,663295.287,660593.317,NA,3,16422.869,0.29,4764.727
2,110,fluoro,1,2,mount,positive,6176.499,9.446,58340.338,55906.79739,30201.88797,1,11636.082,0.394,4585.499
2,110,fluoro,2,2,mount,positive,3750.017,4.269,16009.264,14828.00865,NA,2,12915.5,0.315,4064.357
2,110,fluoro,3,2,mount,positive,5247.266,9.002,47236.427,19870.85787,NA,3,12871.382,12.789,164617.474
2,110,immuno,1,2,mount,positive,9871.368,8.079,79754.038,76526.10066,79762.04379,1,12634.248,0.327,4127.776
2,110,immuno,2,2,mount,positive,6747.273,9.146,61709.839,59597.94255,NA,2,15711.468,0.313,4916.383
2,110,immuno,3,2,mount,positive,8572.649,12.325,105656.729,103162.0881,NA,3,13356.678,0.291,3882.371
3,110,fluoro,1,1,mount,positive,9978.906,8.101,80837.683,76576.69014,73534.39969,1,7169.15,0.427,3060.676
3,110,fluoro,2,1,mount,positive,13279.472,6.152,81689.709,77187.96799,NA,2,11517.515,0.339,3901.672
3,110,fluoro,3,1,mount,positive,10921.925,6.479,70759.512,66838.54093,NA,3,9978.906,0.359,3581.818
