trial,Rhodamine,replicate,condition,Area,Mean,Int Den,CTCF,CTCF avg,bck,Area,Mean,Int Den
5,B,2,vial,34301.626,53.92,1849549.746,1789007.376,1197203.948,1,28819.984,1.765,50862.363
5,B,2,vial,21843.849,49.153,1073698.802,1024550.142,NA,2,21548.811,2.25,48488.271
5,B,2,vial,10629.644,76.239,810389.704,778054.327,NA,3,25309.857,3.042,76999.43
5,B,1,cont,17123.239,1.187,20321.783,2496.491201,10165.50074,1,17536.844,1.041,18262.031
5,B,1,cont,20112.224,2.117,42573.722,22260.37576,NA,2,17109.453,1.01,17283.167
5,B,1,cont,13883.335,1.454,20192.187,5739.635265,NA,3,12606.675,1.041,13122.302
1,B,1,female,7290.474,0.081,592.834,549.091156,2200.469789,1,6077.233,0.006,38.603
1,B,2,female,14228.006,0.272,3871.341,3729.06094,NA,2,4971.53,0.01,49.633
1,B,3,female,14746.39,0.165,2426.482,2323.25727,NA,3,5379.62,0.007,35.846
1,B,1,female,28100.311,0.099,2782.182,2641.680445,1775.430947,1,3568.031,0.005,16.544
1,B,2,female,33998.316,0.087,2955.896,2309.927996,NA,2,2558.835,0.019,49.633
1,B,3,female,14401.72,0.031,446.693,374.6844,NA,3,2514.717,0.005,13.787
1,110,1,female,6681.096,0.622,4158.107,2334.167792,4072.402715,1,10304.274,0.273,2815.27
1,110,2,female,6079.991,0.624,3794.135,3739.415081,NA,2,10403.539,0.009,93.75
1,110,3,female,9987.177,0.766,7651.689,6143.625273,NA,3,12537.74,0.151,1891.553
1,110,1,female,7665.476,3.442,26382.472,25991.53272,39956.3086,1,26705.083,0.051,1356.624
1,110,2,female,6242.675,3.587,22392.564,22267.7105,NA,2,11387.919,0.02,231.619
1,110,3,female,16963.312,4.232,71796.279,71609.68257,NA,3,15204.112,0.011,168.199
1,110,1,female,12005.569,0.771,9250.961,9166.922017,10920.42241,1,8856.657,0.007,57.905
1,110,2,female,17944.934,0.669,12013.841,11834.39166,NA,2,17216.989,0.01,168.199
1,110,3,female,9077.247,1.399,12694.91,11759.95356,NA,3,13935.724,0.103,1442.102
1,110,1,female,6802.42,0.528,3590.09,2698.97298,5702.434927,1,9672.838,0.131,1262.873
1,110,2,female,8900.775,0.583,5189.362,4860.033325,NA,2,7850.219,0.037,286.766
1,110,3,female,10618.614,0.965,10249.127,9548.298476,NA,3,10886.078,0.066,716.915
2,B,1,female,14186.645,5.228,74170.37,-465.569345,92.220751,1,7742.682,5.261,40731.801
2,B,2,female,13648.958,5.24,71523.299,330.334072,NA,2,7739.924,5.216,40367.828
2,B,3,female,19770.309,5.207,102940.72,411.897526,NA,3,7472.46,5.186,38752.012
2,B,1,female,19329.131,5.422,104807.456,3290.859988,2758.728149,1,7797.829,5.252,40952.39
2,B,2,female,12179.283,5.519,67216.295,2994.935741,NA,2,8600.222,5.273,45350.388
2,B,3,female,27965.199,5.389,150709.317,1990.388718,NA,3,12981.676,5.318,69038.913
2,B,1,female,11170.087,5.753,64257.642,2017.917236,1219.160462,1,10825.416,5.572,60320.124
2,B,2,female,17790.521,5.684,101129.131,1591.166005,NA,2,16064.41,5.595,89876.323
2,B,3,female,7102.973,5.605,39810.841,48.398146,NA,3,13235.354,5.598,74084.892
2,B,1,female,16974.341,5.587,94834.066,-646.602125,-416.336831,1,23900.843,5.625,134432.589
2,B,2,female,18341.994,5.59,102527.115,-224.735388,NA,2,12860.352,5.602,72044.441
2,B,3,female,12537.74,5.597,70172.19,-377.67298,NA,3,11834.612,5.627,66593.13
2,B,1,female,20498.255,2.661,54543.446,53170.06292,50163.368,1,22116.828,0.067,1477.948
2,B,2,female,26470.708,2.498,66135.41,64626.57964,NA,2,14735.361,0.057,835.482
2,B,3,female,13905.394,2.426,33736.366,32693.46145,NA,3,16125.073,0.075,1210.483
2,B,1,female,37450.537,4.232,158496.123,141193.9749,154178.5593,1,10086.443,0.462,4659.948
2,B,2,female,33543.351,3.718,124710.124,106328.3677,NA,2,11685.715,0.548,6408.117
2,B,3,female,28533.218,8.094,230934.871,215013.3354,NA,3,4058.842,0.558,2263.797
2,110,1,female,30022.195,0.958,28770.351,27509.41881,25752.57564,1,9416.403,0.042,391.546
2,110,2,female,11517.515,1.215,13988.115,13884.45737,NA,2,13599.326,0.009,115.809
2,110,3,female,43847.625,1.436,62961.683,35863.85075,NA,3,1687.508,0.618,1042.284
2,110,1,female,16665.517,0.689,11481.67,9881.780368,12288.10909,1,12297.85,0.096,1177.395
2,110,2,female,27603.985,0.682,18824.534,18548.49415,NA,2,1681.993,0.01,16.544
2,110,3,female,12364.027,0.728,9002.798,8434.052758,NA,3,5426.495,0.046,248.163
3,B,1,female,18882.439,4.088,77200.718,60546.4068,92842.01726,1,7817.131,0.882,6896.171
3,B,2,female,31301.613,5.629,176203.924,145997.8675,NA,2,14443.08,0.965,13943.997
3,B,3,female,23578.232,5.43,128027.235,71981.77754,NA,3,9978.906,2.377,23718.858
3,B,1,female,20167.371,0.614,12380.571,11130.194,13417.60791,1,6253.705,0.062,386.031
3,B,2,female,27598.471,0.723,19949.539,19921.94053,NA,2,10439.386,0.001,11.029
3,B,3,female,18479.863,0.514,9496.367,9200.689192,NA,3,6832.752,0.016,107.537
3,B,1,female,23859.483,1.652,39419.296,38250.18133,51803.06647,1,11443.067,0.049,559.745
3,B,2,female,29619.62,2.864,84827.59,83198.5109,NA,2,22276.755,0.055,1218.756
3,B,3,female,36722.593,1.009,37045.205,33960.50719,NA,3,5917.306,0.084,499.083
3,B,1,female,24452.316,76.789,1877666.527,466767.8938,504312.2864,1,9810.706,57.7,566073.316
3,B,2,female,20798.807,83.678,1740396.609,568467.0298,NA,2,12110.349,56.346,682365.199
3,B,3,female,24077.314,76.481,1841465.078,477701.9357,NA,3,7560.696,56.641,428243.653
3,B,1,female,25108.569,85.842,2155360.79,829452.5868,957206.692,1,10378.723,52.807,548070.478
3,B,2,female,28853.071,81.004,2337214.548,820235.4871,NA,2,10477.988,52.576,550888.505
3,B,3,female,32283.233,90.124,2909505.724,1221932.002,NA,3,8426.508,52.274,440486.355
3,B,1,female,15945.844,11.701,186585.397,150133.1976,148849.9849,1,15375.069,2.286,35142.621
3,B,2,female,13345.648,10.861,144946.424,111061.8237,NA,2,6454.992,2.539,16387.022
3,B,3,female,30126.974,8.473,255279.64,185354.9333,NA,3,12286.82,2.321,28516.672
3,B,1,female,21176.566,8.223,174133.136,123012.9057,182130.2696,1,9317.137,2.414,22489.072
3,B,2,female,18479.862,22.747,420360.345,363793.4874,NA,2,15143.45,3.061,46356.826
3,B,3,female,12220.643,7.239,88461.795,59584.41559,NA,3,10513.834,2.363,24843.862
3,110,1,female,20145.311,13.983,281695.2,173353.7174,181552.6881,1,7453.158,5.378,40086.577
3,110,2,female,22356.718,12.186,272441.482,151357.4973,NA,2,3033.102,5.416,16428.383
3,110,3,female,27926.596,13.407,374408.852,219946.8495,NA,3,9882.397,5.531,54662.01
